Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  7.45     52.29    52.29                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4235 @ 8056cf5)
  0.00    698.13     0.03                             ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3632 @ 80553ad)
  0.00    698.16     0.03                             ManipClass::setDeviationDistance(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4121 @ 80567f0)
  0.00    698.19     0.03                             ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4545 @ 8057d6d)
  0.00    698.22     0.03                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3961 @ 8056178)
  0.00    698.25     0.03                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2934 @ 8053055)
  0.00    698.28     0.03                             ObjectClass::findNeighborhoodVertices() (subroutines.cc:1533 @ 804dc3e)
  0.00    698.31     0.03                             ObjectClass::computeEdgeAngleForceEnergy(PolygonClass*) (subroutines.cc:2025 @ 804f83e)
  0.00    698.34     0.03                             ObjectClass::computeEdgeAngleForceEnergy(PolygonClass*) (subroutines.cc:2030 @ 804f916)
  0.00    698.37     0.03                             VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:882 @ 804b809)
  0.00    698.40     0.03                             PolygonClass::recordBoxes(int*, int) (subroutines.cc:832 @ 804b673)
  0.00    698.43     0.03                             BoxClass::addPolygon(int&) (subroutines.cc:632 @ 804ae17)
  0.00    698.46     0.03                             EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1152 @ 804c677)
  0.00    698.49     0.03                             EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1181 @ 804c8b7)
  0.00    698.52     0.03                             ScanClass::scanFile(ContainerClass&, PolygonClass*, char*, bool, int) (subroutines.cc:2547 @ 80512d5)
  0.00    698.55     0.03                             ScanClass::scanFile(ContainerClass&, PolygonClass*, char*, bool, int) (subroutines.cc:2588 @ 80518df)
  0.00    698.58     0.03                             double std::__cmath_power<double>(double, unsigned int) (cmath.tcc:41 @ 805a7c7)
  0.00    698.61     0.03   360000    69.45    69.45  ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4072 @ 805667a)
  0.00    698.63     0.03                             uniqueArray(int*, int&, int) (subroutines.cc:586 @ 804ad5e)
  0.00    698.66     0.03                             threeValueSort(double*, double*, double*) (subroutines.cc:255 @ 8049da8)
  0.00    698.68     0.03                             ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4090 @ 80566e3)
  0.00    698.71     0.03                             ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4099 @ 805675f)
  0.00    698.73     0.03                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4195 @ 8056a83)
  0.00    698.76     0.03                             ManipClass::assignPolygonsToBoxes(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4051 @ 80565a2)
  0.00    698.78     0.03                             ManipClass::findIntersectedPolygons(ContainerClass&, PolygonClass*, SpaceClass&, int, int, double*, int*&, int&, int*&, int&, int&, int*&, int&, int&, bool) (subroutines.cc:3721 @ 805587f)
  0.00    698.81     0.03                             SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3193 @ 8053d7a)
  0.00    698.83     0.03                             ObjectClass::findNeighborhoodVertices() (subroutines.cc:1489 @ 804da46)
  0.00    698.85     0.02    30006   666.57   666.57  VertexClass::VertexClass() (subroutines.cc:1266 @ 805a58a)
  0.00    698.87     0.02                             threeValueSort(double*, double*, double*) (subroutines.cc:261 @ 8049dba)
  0.00    698.89     0.02                             threeValueSort(double*, double*, double*) (subroutines.cc:262 @ 8049dc4)
  0.00    698.91     0.02                             threeValueSort(double*, double*, double*) (subroutines.cc:269 @ 8049dd6)
  0.00    698.93     0.02                             threeValueSort(double*, double*, double*) (subroutines.cc:279 @ 8049e08)
  0.00    698.95     0.02                             checkLinePolygonIntersection(double**, double*, double (*) [3], bool*, bool*, bool*) (subroutines.cc:431 @ 804a6b3)
  0.00    698.97     0.02                             ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4101 @ 8056785)
  0.00    698.99     0.02                             ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4097 @ 80567ad)
  0.00    699.01     0.02                             ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4104 @ 80567b4)
  0.00    699.03     0.02                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4378 @ 80573ac)
  0.00    699.05     0.02                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4387 @ 8057429)
  0.00    699.07     0.02                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4401 @ 80574aa)
  0.00    699.09     0.02                             ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3523 @ 8054b20)
  0.00    699.11     0.02                             ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3524 @ 8054b2f)
  0.00    699.13     0.02                             ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3526 @ 8054b4e)
  0.00    699.15     0.02                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4159 @ 80568a0)
  0.00    699.17     0.02                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4191 @ 8056a5d)
  0.00    699.19     0.02                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4215 @ 8056b8a)
  0.00    699.21     0.02                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4273 @ 8056f0f)
  0.00    699.23     0.02                             ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3617 @ 80552eb)
  0.00    699.25     0.02                             ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3670 @ 80555e5)
  0.00    699.27     0.02                             ManipClass::computePolygonNormals(ContainerClass&, PolygonClass*) (subroutines.cc:3352 @ 80544ee)
  0.00    699.29     0.02                             ManipClass::computePolygonNormals(ContainerClass&, PolygonClass*) (subroutines.cc:3360 @ 8054548)
  0.00    699.31     0.02                             ManipClass::computePolygonNormals(ContainerClass&, PolygonClass*) (subroutines.cc:3365 @ 8054590)
  0.00    699.33     0.02                             ManipClass::computePolygonNormals(ContainerClass&, PolygonClass*) (subroutines.cc:3372 @ 80545fc)
  0.00    699.35     0.02                             ManipClass::computePolygonNormals(ContainerClass&, PolygonClass*) (subroutines.cc:3373 @ 8054622)
  0.00    699.37     0.02                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4752 @ 80588da)
  0.00    699.39     0.02                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4774 @ 8058a0a)
  0.00    699.41     0.02                             ManipClass::findIntersectedPolygons(ContainerClass&, PolygonClass*, SpaceClass&, int, int, double*, int*&, int&, int*&, int&, int&, int*&, int&, int&, bool) (subroutines.cc:3708 @ 805579a)
  0.00    699.43     0.02                             ManipClass::findIntersectedPolygons(ContainerClass&, PolygonClass*, SpaceClass&, int, int, double*, int*&, int&, int*&, int&, int&, int*&, int&, int&, bool) (subroutines.cc:3706 @ 80557f1)
  0.00    699.45     0.02                             ManipClass::findIntersectedPolygons(ContainerClass&, PolygonClass*, SpaceClass&, int, int, double*, int*&, int&, int*&, int&, int&, int*&, int&, int&, bool) (subroutines.cc:3715 @ 80557f8)
  0.00    699.47     0.02                             ManipClass::findIntersectedPolygons(ContainerClass&, PolygonClass*, SpaceClass&, int, int, double*, int*&, int&, int*&, int&, int&, int*&, int&, int&, bool) (subroutines.cc:3721 @ 8055837)
  0.00    699.49     0.02                             ManipClass::findIntersectedPolygons(ContainerClass&, PolygonClass*, SpaceClass&, int, int, double*, int*&, int&, int*&, int&, int&, int*&, int&, int&, bool) (subroutines.cc:3726 @ 8055886)
  0.00    699.51     0.02                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3925 @ 8055f93)
  0.00    699.53     0.02                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3949 @ 80560d3)
  0.00    699.55     0.02                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3953 @ 8056105)
  0.00    699.57     0.02                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3960 @ 8056160)
  0.00    699.59     0.02                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4003 @ 805641b)
  0.00    699.61     0.02                             ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3453 @ 805484d)
  0.00    699.63     0.02                             SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2844 @ 8052bc7)
  0.00    699.65     0.02                             SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3197 @ 8053d81)
  0.00    699.67     0.02                             SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3216 @ 8053de3)
  0.00    699.69     0.02                             SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3217 @ 8053df0)
  0.00    699.71     0.02                             SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3223 @ 8053e4b)
  0.00    699.73     0.02                             SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3237 @ 8053f1b)
  0.00    699.75     0.02                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2935 @ 8053077)
  0.00    699.77     0.02                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2949 @ 805325d)
  0.00    699.79     0.02                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2960 @ 805330d)
  0.00    699.81     0.02                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2961 @ 8053325)
  0.00    699.83     0.02                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2958 @ 805332d)
  0.00    699.85     0.02                             ObjectClass::computeEdgeLengths() (subroutines.cc:1679 @ 804e423)
  0.00    699.87     0.02                             ObjectClass::computeEdgeLengths() (subroutines.cc:1684 @ 804e44f)
  0.00    699.89     0.02                             ObjectClass::computeEdgeLengths() (subroutines.cc:1702 @ 804e4b3)
  0.00    699.91     0.02                             ObjectClass::computeNewEdgeLengths() (subroutines.cc:1752 @ 804e8af)
  0.00    699.93     0.02                             ObjectClass::computeNewEdgeLengths() (subroutines.cc:1772 @ 804e97f)
  0.00    699.95     0.02                             ObjectClass::computeNewEdgeLengths() (subroutines.cc:1773 @ 804e99d)
  0.00    699.97     0.02                             ObjectClass::findNeighborhoodVertices() (subroutines.cc:1508 @ 804dae4)
  0.00    699.99     0.02                             ObjectClass::findNeighborhoodVertices() (subroutines.cc:1519 @ 804dbd8)
  0.00    700.01     0.02                             ObjectClass::findAdjacentPolygonsAndVertices(PolygonClass*, int, int*) (subroutines.cc:1383 @ 804d389)
  0.00    700.03     0.02                             VertexClass::computeEnergyForce(double*, double*, double*, int*, int, EdgeClass*) (subroutines.cc:969 @ 804bb9b)
  0.00    700.05     0.02                             VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:877 @ 804b7ce)
